index,gloss,video_id,url
31,computer,12319,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Republic%20of%20Congo-b6U1CIWIPIw.mp4
32,computer,12320,https://media.asldeafined.com/vocabulary/1466901185.5915.mp4
33,computer,12326,https://www.signingsavvy.com/signs/mp4/6/6011.mp4
34,computer,12327,https://www.signingsavvy.com/signs/mp4/6/6012.mp4
35,before,05728,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Before%202-02xxXtC3G8c.mp4
36,before,05749,http://www.aslsearch.com/signs/videos/before3.mp4
37,before,05750,http://www.aslsearch.com/signs/videos/before.mp4
38,before,05729,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Before-kM8O_piLegw.mp4
39,before,05730,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Before-Se78WI3j-mI.mp4
40,before,65167,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/BE/BEFORE-37.mp4
41,before,05731,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Last-0SLfkAHELAs.mp4
42,before,05732,https://media.asldeafined.com/vocabulary/1466681314.2550.mp4
43,before,05733,https://media.asldeafined.com/vocabulary/1466681379.1244.mp4
44,before,05734,https://media.asldeafined.com/vocabulary/1468755772.9751.mp4
45,before,05727,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/before.mp4
46,before,05739,https://www.signingsavvy.com/signs/mp4/22/22829.mp4
47,before,05740,https://www.signingsavvy.com/signs/mp4/22/22831.mp4
48,before,05741,https://www.signingsavvy.com/signs/mp4/5/5971.mp4
49,before,05742,https://www.signingsavvy.com/signs/mp4/6/6164.mp4
50,before,05743,https://www.signingsavvy.com/signs/mp4/9/9194.mp4
51,chair,09848,https://media.spreadthesign.com/video/mp4/13/74909.mp4
52,chair,09869,http://www.aslsearch.com/signs/videos/chair.mp4
53,chair,09849,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/chair.mp4
54,chair,09850,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Chair-mVdtJjs-_20.mp4
55,chair,09851,https://media.asldeafined.com/vocabulary/1466729509.9229.mp4
56,chair,65328,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CH/CHAIR-378.mp4
57,chair,09854,https://www.signingsavvy.com/signs/mp4/7/7821.mp4
58,go,69345,http://aslbricks.org/New/ASL-Videos/go.mp4
59,go,24955,https://www.signingsavvy.com/signs/mp4/23/23400.mp4
60,go,24956,https://www.signingsavvy.com/signs/mp4/23/23401.mp4
61,go,24941,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/go.mp4
62,go,24960,https://www.signingsavvy.com/signs/mp4/23/23517.mp4
63,go,24961,https://www.signingsavvy.com/signs/mp4/23/23517.mp4
64,go,24962,https://www.signingsavvy.com/signs/mp4/23/23519.mp4
65,go,65824,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/GO/GO-469.mp4
66,go,24973,http://www.aslsearch.com/signs/videos/go.mp4
67,go,24943,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20go-c3j44FTrL9c.mp4
68,go,24946,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20To%20Go-BeOwDK5YI0U.mp4
69,go,24947,https://media.asldeafined.com/vocabulary/1468549286.5649.mp4
70,go,24940,https://media.spreadthesign.com/video/mp4/13/58507.mp4
71,go,24952,https://www.signingsavvy.com/signs/mp4/22/22235.mp4
72,go,24954,https://www.signingsavvy.com/signs/mp4/23/23400.mp4
73,clothes,11310,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/clothes.mp4
74,clothes,11330,http://www.aslsearch.com/signs/videos/clothes.mp4
75,clothes,11311,https://media.asldeafined.com/vocabulary/1466899298.7370.mp4
76,clothes,11313,https://www.signingsavvy.com/signs/mp4/6/6566.mp4
77,clothes,11309,https://media.spreadthesign.com/video/mp4/13/399310.mp4
78,who,69534,http://aslbricks.org/New/ASL-Videos/who.mp4
79,who,63242,http://www.aslsearch.com/signs/videos/who.mp4
80,who,63226,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/who.mp4
81,who,63227,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Who%202-P20hHY3qUEQ.mp4
82,who,63228,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Who-rehp_kwiS-I.mp4
83,who,63229,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Who-wmIY6Yo-vp8.mp4
84,who,63230,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Who-xchfz0eTaP8.mp4
85,who,63231,https://media.asldeafined.com/vocabulary/1468928348.68.mp4
86,who,66778,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/WH/WHO-1430.mp4
87,who,63232,https://media.asldeafined.com/vocabulary/1539176590.1089.mp4
88,who,66779,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/WH/WHO-2236.mp4
89,who,63225,https://media.spreadthesign.com/video/mp4/13/51811.mp4
90,who,63236,https://www.signingsavvy.com/signs/mp4/9/9019.mp4
91,who,63237,https://www.signingsavvy.com/signs/mp4/9/9020.mp4
92,candy,08929,http://www.aslsearch.com/signs/videos/candy.mp4
93,candy,08916,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/candy.mp4
94,candy,08917,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Candy%2C%20It%27s%20Nothing%202-dsVi-FR4eBg.mp4
95,candy,08918,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Candy%2C%20It%27s%20Nothing-YX3NQ7iEwiE.mp4
96,candy,08919,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Candy-v1iNoQ1DZ7c.mp4
97,candy,08920,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cute-Dl2ekdgVRTg.mp4
98,candy,08921,https://media.asldeafined.com/vocabulary/1471144833.8086.mp4
99,candy,65298,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CA/CANDY_1-66.mp4
100,candy,08924,https://www.signingsavvy.com/signs/mp4/6/6123.mp4
101,candy,65299,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CA/CANDY_1-67.mp4
102,candy,65300,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CA/CANDY_2-1014.mp4
103,candy,08915,https://media.spreadthesign.com/video/mp4/13/51294.mp4
104,candy,08925,https://www.signingsavvy.com/signs/mp4/7/7906.mp4
105,cousin,65415,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CO/COUSIN-1171.mp4
106,cousin,13647,http://www.aslsearch.com/signs/videos/cousin3.mp4
107,cousin,13648,http://www.aslsearch.com/signs/videos/cousin.mp4
108,cousin,13631,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/cousin-female.mp4
109,cousin,13632,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/cousin-male.mp4
110,cousin,13633,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cousin-WACMzmRGgY8.mp4
111,cousin,13634,https://media.asldeafined.com/vocabulary/1466904377.9296.mp4
112,cousin,13635,https://media.asldeafined.com/vocabulary/1466904400.1624.mp4
113,cousin,13636,https://media.asldeafined.com/vocabulary/1539177107.4884.mp4
114,cousin,13630,https://media.spreadthesign.com/video/mp4/13/47501.mp4
115,cousin,13640,https://www.signingsavvy.com/signs/mp4/6/6148.mp4
116,cousin,13641,https://www.signingsavvy.com/signs/mp4/6/6150.mp4
117,cousin,13642,https://www.signingsavvy.com/signs/mp4/6/6568.mp4
118,cousin,13646,http://www.aslsearch.com/signs/videos/cousin2.mp4
119,deaf,14882,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/deaf.mp4
120,deaf,14903,http://www.aslsearch.com/signs/videos/deaf.mp4
121,deaf,14883,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Deaf%202-1tMYCoZB0lE.mp4
122,deaf,14884,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Deaf%202-VoHLEG8FIH4.mp4
123,deaf,14885,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Deaf-bHRhz2geOTA.mp4
124,deaf,14886,https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20Deaf.mp4
125,deaf,65445,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/DE/DEAF-103.mp4
126,deaf,14887,https://media.asldeafined.com/vocabulary/1466906743.302.mp4
127,deaf,14888,https://media.asldeafined.com/vocabulary/1522766619.2346.mp4
128,deaf,14893,https://www.signingsavvy.com/signs/mp4/23/23016.mp4
129,deaf,14894,https://www.signingsavvy.com/signs/mp4/23/23017.mp4
130,fine,21870,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/fine2.mp4
131,fine,21890,http://www.aslsearch.com/signs/videos/cost.mp4
132,fine,21891,http://www.aslsearch.com/signs/videos/fine.mp4
133,fine,21871,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/fine.mp4
134,fine,21872,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20fine5-4SzwErJNYTc.mp4
135,fine,21869,https://media.spreadthesign.com/video/mp4/13/92669.mp4
136,fine,21874,https://media.asldeafined.com/vocabulary/1468494312.7752.mp4
137,fine,21878,https://www.signingsavvy.com/signs/mp4/14/14347.mp4
138,fine,21883,https://www.signingsavvy.com/signs/mp4/6/6355.mp4
139,help,69364,http://aslbricks.org/New/ASL-Videos/help.mp4
140,help,27221,http://www.aslsearch.com/signs/videos/help.mp4
141,help,27206,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/help.mp4
142,help,27207,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Stamp%2C%20Help-2bSAr25HPXY.mp4
143,help,27208,https://media.asldeafined.com/vocabulary/1468580671.3652.mp4
144,help,27209,https://media.asldeafined.com/vocabulary/1471136062.8464.mp4
145,help,65890,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/HE/HELP-2562.mp4
146,help,27213,https://www.signingsavvy.com/signs/mp4/23/23431.mp4
147,help,27214,https://www.signingsavvy.com/signs/mp4/5/5871.mp4
148,help,65891,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/HE/HELP-2563.mp4
149,help,65889,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/HE/HELP-483.mp4
150,help,27215,https://www.signingsavvy.com/signs/mp4/6/6389.mp4
151,help,27216,https://www.signingsavvy.com/signs/mp4/9/9918.mp4
152,help,27217,https://www.signingsavvy.com/signs/mp4/9/9936.mp4
153,no,69411,http://aslbricks.org/New/ASL-Videos/no.mp4
154,no,38525,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/no.mp4
155,no,38544,http://www.aslsearch.com/signs/videos/no.mp4
156,no,38527,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20No-hwa_U71nr74.mp4
157,no,38529,https://media.asldeafined.com/vocabulary/1468719269.5533.mp4
158,no,38530,https://media.asldeafined.com/vocabulary/1522767129.7038.mp4
159,no,38532,https://www.signingsavvy.com/signs/mp4/23/23547.mp4
160,no,38533,https://www.signingsavvy.com/signs/mp4/23/23949.mp4
161,no,66183,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/NO/NO-512.mp4
162,no,38524,https://media.spreadthesign.com/video/mp4/13/48823.mp4
163,no,38534,https://www.signingsavvy.com/signs/mp4/6/6400.mp4
164,thin,57948,https://www.signingsavvy.com/signs/mp4/22/22387.mp4
165,thin,57949,https://www.signingsavvy.com/signs/mp4/22/22387.mp4
166,thin,57934,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/thin-2.mp4
167,thin,57953,http://www.aslsearch.com/signs/videos/skinny.mp4
168,thin,57935,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/thin.mp4
169,thin,57936,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Thin%202-aLghoMT6IhA.mp4
170,thin,57937,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Thin%202-cXEknONHNEc.mp4
171,thin,66606,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/TH/THIN-2192.mp4
172,thin,57939,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Thin-5G1gWM4HnBI.mp4
173,thin,57940,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Thin-85Xp1i_NN-E.mp4
174,thin,57941,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Thin-fTYMARYgieE.mp4
175,thin,57942,https://media.asldeafined.com/vocabulary/1468944700.6887.mp4
176,thin,66607,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/TH/THIN-2465.mp4
177,thin,57933,https://media.spreadthesign.com/video/mp4/13/50888.mp4
178,thin,57943,https://media.asldeafined.com/vocabulary/1546575308.9841.mp4
179,thin,57947,https://www.signingsavvy.com/signs/mp4/22/22386.mp4
180,walk,62175,http://www.aslsearch.com/signs/videos/walk.mp4
181,walk,62159,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/walk.mp4
182,walk,62160,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Walk%202-lSM2XoWrTUY.mp4
183,walk,62163,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Walk-MyDb3_nPts4.mp4
184,walk,62164,https://media.asldeafined.com/vocabulary/1468926910.5698.mp4
185,walk,66743,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/WA/WALK-1407.mp4
186,walk,66742,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/WA/WALK-314.mp4
187,walk,62158,https://media.spreadthesign.com/video/mp4/13/50935.mp4
188,walk,62168,https://www.signingsavvy.com/signs/mp4/23/23053.mp4
189,walk,62169,https://www.signingsavvy.com/signs/mp4/23/23054.mp4
190,walk,62170,https://www.signingsavvy.com/signs/mp4/9/9209.mp4
191,year,64211,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Year-8JUNM67_g9g.mp4
192,year,64224,http://www.aslsearch.com/signs/videos/year.mp4
193,year,64210,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/year.mp4
194,year,64212,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Year-VAtU8WanjmE.mp4
195,year,66818,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/YE/YEAR-1469.mp4
196,year,64213,https://media.asldeafined.com/vocabulary/1468774917.4615.mp4
197,year,66816,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/YE/YEAR-656.mp4
198,year,64209,https://media.spreadthesign.com/video/mp4/13/51103.mp4
199,year,64219,https://www.signingsavvy.com/signs/mp4/7/7723.mp4
200,year,64218,https://www.signingsavvy.com/signs/mp4/7/7228.mp4
201,yes,69546,http://aslbricks.org/New/ASL-Videos/yes.mp4
202,yes,64287,https://media.asldeafined.com/vocabulary/1468774983.6377.mp4
203,yes,64284,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Yes-Kg0VRsnehgQ.mp4
204,yes,64291,https://www.signingsavvy.com/signs/mp4/23/23544.mp4
205,yes,64292,https://www.signingsavvy.com/signs/mp4/23/23545.mp4
206,yes,64293,https://www.signingsavvy.com/signs/mp4/23/23546.mp4
207,yes,66820,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/YE/YES-1472.mp4
208,yes,64280,https://media.spreadthesign.com/video/mp4/13/485639.mp4
209,yes,64300,http://www.aslsearch.com/signs/videos/yes.mp4
210,yes,64281,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/yes.mp4
211,yes,64288,https://media.asldeafined.com/vocabulary/1522767427.6654.mp4
212,yes,64283,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Yes-IIWhF2S6saQ.mp4
213,all,69206,http://aslbricks.org/New/ASL-Videos/all.mp4
214,all,02003,http://www.aslsearch.com/signs/videos/all.mp4
215,all,01987,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/all.mp4
216,all,01988,https://media.asldeafined.com/vocabulary/1466172884.2656.mp4
217,all,01991,https://www.signingsavvy.com/signs/mp4/22/22936.mp4
218,all,01992,https://www.signingsavvy.com/signs/mp4/22/22937.mp4
219,all,65043,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/AL/ALL-11.mp4
220,all,01986,https://media.spreadthesign.com/video/mp4/13/244016.mp4
221,black,69236,http://aslbricks.org/New/ASL-Videos/black.mp4
222,black,06472,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/black.mp4
223,black,06473,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Black-Mr3gdFh3A28.mp4
224,black,06474,https://media.asldeafined.com/vocabulary/1466682549.1836.mp4
225,black,06476,https://www.signingsavvy.com/signs/mp4/6/6787.mp4
226,black,06477,https://www.signingsavvy.com/signs/mp4/7/7145.mp4
227,black,06478,https://www.signingsavvy.com/signs/mp4/8/8384.mp4
228,black,65200,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/BL/BLACK-415.mp4
229,black,06471,https://media.spreadthesign.com/video/mp4/13/357947.mp4
230,black,06486,http://www.aslsearch.com/signs/videos/black.mp4
231,cool,69281,http://aslbricks.org/New/ASL-Videos/cool.mp4
232,cool,65403,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CO/COOL-1158.mp4
233,cool,13213,https://www.signingsavvy.com/signs/mp4/24/24134.mp4
234,cool,13197,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cool%203-2zFEI2o-HXc.mp4
235,cool,13216,http://www.aslsearch.com/signs/videos/cool2.mp4
236,cool,13217,http://www.aslsearch.com/signs/videos/cool.mp4
237,cool,13198,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cool%20cool-wonohTR_Bv4.mp4
238,cool,13199,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cool%2C%20Cool%20Down-8l_h3RsEM-4.mp4
239,cool,13200,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cool-5aJkQai-PKc.mp4
240,cool,13201,https://media.asldeafined.com/vocabulary/1466903138.2211.mp4
241,cool,65402,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CO/COOL-575.mp4
242,cool,13202,https://media.asldeafined.com/vocabulary/1466903216.3416.mp4
243,cool,13203,https://media.asldeafined.com/vocabulary/1472219365.8123.mp4
244,cool,13196,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cool%202-qCqdPZVJTYY.mp4
245,cool,13208,https://www.signingsavvy.com/signs/mp4/22/22660.mp4
246,cool,13209,https://www.signingsavvy.com/signs/mp4/23/23043.mp4
247,finish,21942,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/finish.mp4
248,finish,21943,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Finish%202-BNOu92X_Hws.mp4
249,finish,21944,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Finish%2C%20That%27s%20Enough-UODQssr2FSc.mp4
250,finish,21945,https://media.asldeafined.com/vocabulary/1468494387.7315.mp4
251,finish,21949,https://www.signingsavvy.com/signs/mp4/23/23269.mp4
252,finish,21950,https://www.signingsavvy.com/signs/mp4/7/7267.mp4
253,finish,65721,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/FI/FINISH-456.mp4
254,finish,21941,https://media.spreadthesign.com/video/mp4/13/455668.mp4
255,finish,21951,https://www.signingsavvy.com/signs/mp4/8/8336.mp4
256,hot,69368,http://aslbricks.org/New/ASL-Videos/hot.mp4
257,hot,28125,http://www.aslsearch.com/signs/videos/heat2.mp4
258,hot,28108,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/hot.mp4
259,hot,28109,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Hot-9X3bjjuKGMM.mp4
260,hot,28110,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Hot-QCvXMjNN4PE.mp4
261,hot,28111,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Hot-wy-09ieHXhM.mp4
262,hot,28112,https://media.asldeafined.com/vocabulary/1468638601.9688.mp4
263,hot,28115,https://www.signingsavvy.com/signs/mp4/14/14232.mp4
264,hot,28116,https://www.signingsavvy.com/signs/mp4/6/6109.mp4
265,hot,28107,https://media.spreadthesign.com/video/mp4/13/58462.mp4
266,like,69389,http://aslbricks.org/New/ASL-Videos/like.mp4
267,like,33266,https://media.spreadthesign.com/video/mp4/13/457551.mp4
268,like,33285,http://www.aslsearch.com/signs/videos/like4.mp4
269,like,33267,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/like.mp4
270,like,33286,http://www.aslsearch.com/signs/videos/like.mp4
271,like,33268,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20really%20like-7y5Ye-2-ZBs.mp4
272,like,33269,https://media.asldeafined.com/vocabulary/1468711783.5361.mp4
273,like,33270,https://media.asldeafined.com/vocabulary/1468711809.2438.mp4
274,like,33273,https://www.signingsavvy.com/signs/mp4/14/14298.mp4
275,like,33274,https://www.signingsavvy.com/signs/mp4/6/6394.mp4
276,many,69396,http://aslbricks.org/New/ASL-Videos/many.mp4
277,many,34823,https://media.spreadthesign.com/video/mp4/13/246018.mp4
278,many,34824,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/many.mp4
279,many,34825,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Many%202-j0vvJVAAcBs.mp4
280,many,34826,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Many-RzCIBY5rsGA.mp4
281,many,34827,https://media.asldeafined.com/vocabulary/1468713681.2568.mp4
282,many,34830,https://www.signingsavvy.com/signs/mp4/6/6570.mp4
283,many,34831,https://www.signingsavvy.com/signs/mp4/8/8040.mp4
284,many,34832,https://www.signingsavvy.com/signs/mp4/8/8041.mp4
285,many,34839,http://www.aslsearch.com/signs/videos/many.mp4
286,mother,69402,http://aslbricks.org/New/ASL-Videos/mother.mp4
287,mother,36946,http://www.aslsearch.com/signs/videos/mama.mp4
288,mother,36930,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/mother.mp4
289,mother,36931,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Mother%20Wiggle-ZwJlF1W1GbE.mp4
290,mother,36932,https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20Mother.mp4
291,mother,36933,https://media.asldeafined.com/vocabulary/1468716729.3803.mp4
292,mother,36936,https://www.signingsavvy.com/signs/mp4/6/6508.mp4
293,mother,36937,https://www.signingsavvy.com/signs/mp4/6/6509.mp4
294,mother,66147,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/MO/MOTHER-1590.mp4
295,mother,66146,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/MO/MOTHER-509.mp4
296,mother,36929,https://media.spreadthesign.com/video/mp4/13/48601.mp4
297,now,69413,http://aslbricks.org/New/ASL-Videos/now.mp4
298,now,38994,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20now-0wcuocGAvNU.mp4
299,now,38999,https://www.signingsavvy.com/signs/mp4/7/7774.mp4
300,now,39000,https://www.signingsavvy.com/signs/mp4/9/9785.mp4
301,now,38990,https://media.spreadthesign.com/video/mp4/13/111145.mp4
302,now,39006,http://www.aslsearch.com/signs/videos/now.mp4
303,now,38991,https://media.spreadthesign.com/video/mp4/13/49006.mp4
304,now,38995,https://media.asldeafined.com/vocabulary/1468719996.5074.mp4
305,now,38997,https://www.signingsavvy.com/signs/mp4/7/7687.mp4
306,orange,69422,http://aslbricks.org/New/ASL-Videos/orange.mp4
307,orange,40115,https://media.spreadthesign.com/video/mp4/13/91534.mp4
308,orange,40116,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/orange.mp4
309,orange,40117,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Orange-mylSeGckZJs.mp4
310,orange,40118,https://media.asldeafined.com/vocabulary/1468722445.5887.mp4
